train_loss,val_loss,train_accuracy,val_accuracy
44.86529817386549,38.09440017700195,0.42549571029993954,0.5005231475830079
37.9863890433798,38.00652755737305,0.4920715449415908,0.5012731504440308
37.89060113867935,37.91936019897461,0.4951762526619191,0.507023149728775
37.797675541469026,37.835507202148435,0.4994318205483106,0.5088981485366821
37.72259692756497,37.76022232055664,0.5027713352928356,0.5165231478214264
37.64197742695711,37.688154754638674,0.5090967060960069,0.5198981499671936
37.56546148961904,37.63472320556641,0.5146509740425615,0.5251620388031006
37.515441116021606,37.57899047851563,0.5214459637598116,0.5232870399951934
37.46747168716119,37.54335723876953,0.528116301614411,0.5263333392143249
37.44357872009277,37.51512313842773,0.5356041290322129,0.5403472232818604
37.41930054645149,37.499861602783206,0.5408482144073564,0.5452222204208375
37.40039696985362,37.494207763671874,0.5452951071213703,0.5455972266197204
37.39523085769342,37.48381118774414,0.5487012990883419,0.5489398145675659
37.3824286947445,37.48033020019531,0.5495767605548002,0.5545648121833802
37.38519357175243,37.47534042358399,0.5518436912371187,0.5541898131370544
37.38574168146873,37.471778564453125,0.5532380543193038,0.5533611130714416
37.37536477069465,37.47141464233398,0.5533482140424301,0.552939817905426
37.376103031392,37.470151824951174,0.5536467992529577,0.5553472304344177
37.38043220675721,37.469676361083984,0.5550527590878156,0.5549398136138916
37.37345041547503,37.46560180664063,0.5540758371353149,0.5557685232162476
37.37880403168347,37.46421661376953,0.5552208922347244,0.5533935165405274
37.3728469537229,37.46376235961914,0.556032582205169,0.5557222318649292
37.377715753049266,37.462406616210934,0.5553542448549854,0.556393518447876
37.3727046421596,37.46216049194336,0.5561050571957413,0.5573935222625732
37.3684497755401,37.46126708984375,0.5569167465579753,0.5570648169517517
37.36743946464694,37.46211685180664,0.5571950357787463,0.5576898169517517
37.366163098082254,37.463204345703126,0.5568355796288471,0.5553935217857361
37.36848126625528,37.46358581542969,0.5564703162835569,0.5568935155868531
37.36707558923838,37.46026092529297,0.5567196181842259,0.5575648140907288
37.37642930478466,37.45962173461914,0.5563833476329336,0.5559398174285889
37.36670194353376,37.45869903564453,0.5576762520537084,0.5564398169517517
37.37191328710439,37.458260955810545,0.5571486536337404,0.5581898140907288
37.3706155893754,37.46076217651367,0.5578820747988564,0.5561898136138916
37.37137915163624,37.45863815307617,0.5568819605574316,0.5568148136138916
37.36756429866869,37.45751815795899,0.5581081838023906,0.556814820766449
37.36363430412448,37.45776107788086,0.5573109917494715,0.5581111097335816
37.36411791431661,37.457418060302736,0.5580936956162356,0.5581111145019532
37.36446711481834,37.4572250366211,0.5572095306552186,0.558486111164093
37.36248584669463,37.456613311767576,0.5581400741119774,0.5583611154556274
37.36443550732671,37.45899887084961,0.5571979326861245,0.5576435136795044
37.369393990964305,37.46406295776367,0.556879056959736,0.5551898193359375
37.366978781563894,37.45633285522461,0.556844271567403,0.557986114025116
37.359682667012116,37.45701583862305,0.5579864346251195,0.5570648193359375
37.35745741396534,37.457567291259764,0.5581719589476682,0.556564815044403
37.36667901642468,37.456470794677735,0.5576472604761318,0.5578611087799072
37.36725067605778,37.45798156738281,0.5582560300827026,0.5571435213088989
37.35573500029895,37.45894317626953,0.5574414425966691,0.5572685146331787
37.37027717123226,37.45779190063477,0.5574762273807915,0.5567361164093018
37.35941544357611,37.46015289306641,0.5571689471906546,0.5578148174285888
37.37055688974809,37.460690307617185,0.5580212188010313,0.5571435213088989
