train_loss,test_loss,train_accuracy,test_accuracy
0.5001697211849446,0.36304491877555845,0.8057397950668724,0.9011666679382324
0.3134010583162308,0.2757225638628006,0.8982490732961771,0.9024166679382324
0.2741710545153034,0.26298319280147553,0.8999362223002375,0.9043379664421082
0.2652176770628715,0.2563991004228592,0.9006725403727317,0.9015092611312866
0.26363540212718806,0.25293596148490904,0.9015306143128142,0.9027592587471008
0.259370529834105,0.2532302176952362,0.9029539641068907,0.9068055605888367
0.2577710638240892,0.2525621384382248,0.9028467067650386,0.9067129635810852
0.2578767130569536,0.2577953463792801,0.9024350655322172,0.9026805567741394
0.25601595640182495,0.2538321262598038,0.9021538733219614,0.9067592597007752
0.2551398328980621,0.2516603201627731,0.9031163010062003,0.9062129616737366
0.2548407319248939,0.2512753373384476,0.9039917673383441,0.9066342544555664
0.25341071036397195,0.250461345911026,0.9040207589159206,0.9075092577934265
0.2525361783954562,0.25144759356975555,0.9042497696925182,0.9062592554092407
0.2526604280788071,0.2546161365509033,0.9042555616826428,0.9056342601776123
0.25260602120234044,0.251236492395401,0.9032757397817106,0.9058379626274109
0.2511003827866243,0.2528285491466522,0.9037598529640509,0.9055092597007751
0.25264549255371094,0.2526782900094986,0.9036496968901887,0.9062592554092407
0.25110615805095554,0.25156126737594603,0.9042265780118047,0.9062129616737366
0.2509125861890462,0.25147839725017546,0.9042845532602194,0.9062129640579224
0.2506093250549569,0.2525975328683853,0.9050991431790956,0.9060879611968994
0.25000398514830335,0.25324829697608947,0.903643900034379,0.9057592582702637
0.24922120160594277,0.2536090862751007,0.903887407512081,0.9044629597663879
0.2483336793220773,0.25072349309921266,0.9050469629618586,0.9055879616737366
0.24867192792649173,0.2533160877227783,0.9044874790979891,0.905384259223938
0.2492974140510267,0.2524086105823517,0.9047280848026276,0.9053379607200622
0.24742601340522571,0.25614420235157015,0.9047454790193208,0.9048379635810853
0.24777009566219485,0.2500393444299698,0.9061369470187596,0.9068379640579224
0.2473825225416495,0.253199999332428,0.904826645948449,0.9066018557548523
0.24751579898352527,0.2507372933626175,0.9041657009903266,0.905884256362915
0.2467209427636497,0.2501144415140152,0.9052730756146568,0.9067592573165894
0.24828872130233415,0.25038603365421297,0.904875926825465,0.9060879611968994
0.24612107781731352,0.25216407418251036,0.9047744669476334,0.9038379597663879
0.2473414585906632,0.251069113612175,0.903365607164344,0.905416669845581
0.24555240449856738,0.2572972321510315,0.9056963148165722,0.9015092539787293
0.24642016799474248,0.2549482923746109,0.9056122412486952,0.9047129583358765
0.24584898230980853,0.2503271460533142,0.9050788484057601,0.9059629654884338
0.24579540183957743,0.2499185562133789,0.9048585344334038,0.9050879597663879
0.243850690521756,0.2526506358385086,0.9050295657041122,0.9058842587471009
0.24519231809037073,0.25334970593452455,0.9054325162147989,0.9038055562973022
0.24454298463402963,0.2494105100631714,0.905574558948984,0.9055416679382324
0.24452767551553492,0.25182704091072083,0.9050063776726626,0.9057592582702637
0.24268351966629223,0.24948845207691192,0.9068703596689263,0.9059166669845581
0.24361519044151111,0.24928719460964202,0.9056702250120591,0.905462965965271
0.24164924724977843,0.25021763920783996,0.9058035733748455,0.9064305567741394
0.24281074334772265,0.24985798716545105,0.9063804526718295,0.9067592597007752
0.24244113753036578,0.24882467031478883,0.9051049412513266,0.9078055572509766
0.2431602135908847,0.2495236086845398,0.9057484901681239,0.9057129621505737
0.24308494128742997,0.2516752392053604,0.9058296583136733,0.9052916646003724
0.24180314674669381,0.24864687025547028,0.9068645646377486,0.9060092520713806
0.24328110412675508,0.24889837622642516,0.9056470308985028,0.9064166641235352
